Etunimi;Lkm 2023;Lkm 2021;Yleisyysluokka
Mauno;5218;5334;3
Maunonpoika;11;11;1
Maunu;425;436;2
Maunus;20;17;1
Mauri;9021;9390;3
Mauri-Antero;8;8;0
Maurice;64;64;1
Mauricio;37;33;1
Maurinpoika;48;47;1
Mauri-Pekka;6;6;0
Maurits;311;318;2
Mauritsi;6;8;0
Mauritz;725;724;2
Mauriz;48;48;1
Maurizio;13;12;1
Mauro;41;41;1
Maverick;17;12;1
Max;5264;4935;3
Maxamed;10;9;1
Maxence;5;5;0
Maxi;19;19;1
Maxim;479;458;2
Maxime;50;46;1
Maximiliam;20;20;1
Maximilian;983;914;2
Maximiliano;13;13;1
Maximilien;15;15;1
Maximilliam;8;8;0
Maximillian;59;55;1
Maximo;20;18;1
Máximo;6;0;0
Maximos;5;5;0
Maximus;388;373;2
Max-Mikael;8;8;0
Maxmilian;16;14;1
Maxmillian;6;0;0
Maxton;5;0;0
Maxwell;74;70;1
Mayow;5;5;0
Mazen;13;12;1
Mazhar;8;8;0
Mazin;21;19;1
Mazlum;6;6;0
Mbugua;7;5;0
Mburu;8;6;0
Md;111;93;2
MD;5;93;0
Md.;136;126;2
MD.;9;126;0
Med;8;7;0
Meeko;7;5;0
Meelis;27;22;1
Megahed;5;5;0
Mehdi;133;121;2
Mehmed;7;6;0
Mehmet;239;227;2
Mehran;25;21;1
Mehrdad;9;9;0
Meir;14;14;1
Meki;5;5;0
Mekki;5;5;0
Mekonnen;9;9;0
Melcher;5;5;0
Melchior;16;16;1
Melih;11;11;1
Melik;16;14;1
Melker;141;128;2
Melvin;339;291;2
Melwin;82;77;1
Memet;8;7;0
Memo;6;0;0
Meng;7;7;0
Menno;5;0;0
Mensah;7;7;0
Mensur;5;0;0
Mentor;14;14;1
Meo;29;26;1
Mergim;28;28;1
Merhawi;5;5;0
Meri;5;0;0
Merkurius;7;7;0
Merlin;33;28;1
Mero;6;6;0
Merri;18;15;1
Mert;92;86;1
Mertsi;418;414;2
Mertzi;16;17;1
Mervan;7;6;0
Mesbah;6;0;0
Mesfin;10;10;1
Messi;7;7;0
Mesut;23;21;1
Mete;22;22;1
Metehan;8;6;0
Metin;39;38;1
Metsänpoika;14;13;1
Mevlüt;5;5;0
Mhamed;5;5;0
Mhd;6;0;0
Mica;29;29;1
Micael;636;627;2
Micah;37;35;1
Micci;6;6;0
Micha;9;9;0
Michael;4703;4609;3
Michaël;9;10;0
Michail;33;30;1
Michal;43;38;1
Michalis;9;8;0
Micheal;11;12;1
Michel;241;235;2
Michelangelo;11;9;1
Michele;46;44;1
Michell;9;9;0
Mici;75;69;1
Mick;29;29;1
Mickael;86;82;1
Mickaël;5;5;0
Micke;188;186;2
Mickel;30;29;1
Mickey;19;19;1
Micki;6;6;0
Micky;21;21;1
Miclas;17;16;1
Mico;1427;1391;3
Micolas;5;5;0
Micu;8;9;0
Midas;9;9;0
Midhat;5;0;0
Mido;7;6;0
Mielo;8;7;0
Mies;93;98;1
Mietti;6;6;0
Migael;12;13;1
Migel;11;10;1
Migos;5;5;0
Miguel;248;234;2
Miha;5;5;0
Mihael;25;24;1
Mihai;21;21;1
Mihail;311;302;2
Mihalis;10;10;1
Mihály;11;10;1
Mihhail;20;19;1
Mihka;21;19;1
Mihkal;19;17;1
Mihkel;35;31;1
Mihkkal;8;8;0
Mihkku;10;10;1
Mihku;16;15;1
Miica;9;9;0
Miico;5;5;0
Miigo;5;0;0
Miihkali;75;74;1
Miika;8803;8780;3
Miika-Aleksi;5;5;0
Miikael;695;696;2
Miikail;5;5;0
Miika-Juhani;6;5;0
Miika-Markus;14;14;1
Miika-Matias;22;23;1
Miika-Matti;11;11;1
Miikanpoika;43;37;1
Miika-Petteri;10;10;1
Miikka;5028;5036;3
Miikka-Aleksi;5;5;0
Miikkael;840;828;2
Miikkali;7;7;0
Miikka-Markus;7;7;0
Miikka-Matias;11;11;1
Miikkanpoika;6;6;0
Miikka-Pekka;7;7;0
Miikka-Petteri;9;9;0
Miikko;8;7;0
Miikku;8;7;0
Miikkula;6;6;0
Miiko;260;241;2
Miiku;17;16;1
Miikus;11;11;1
Miilo;57;45;1
Miio;379;323;2
Miiro;176;173;2
Miitrei;15;14;1
Miitri;49;49;1
Miitro;7;7;0
Mijo;8;8;0
Mika;36258;36459;4
Mika-Antero;7;7;0
Mika-Antti;9;9;0
Mikael;105578;104543;5
Mikaël;17;17;1
Mikaela;7;0;0
Mikaeli;89;95;1
Mikaelinpoika;14;14;1
Mikaelsson;22;22;1
Mika-Erik;12;12;1
Mikail;149;133;2
Mika-Juhani;18;18;1
Mika-Jussi;5;5;0
Mika-Kristian;10;10;1
Mikalis;7;7;0
Mika-Markus;15;15;1
Mika-Matias;10;10;1
Mika-Matti;72;72;1
Mikanpoika;251;242;2
Mika-Pekka;65;65;1
Mika-Petri;77;78;1
Mika-Petteri;83;83;1
Mika-Tapani;11;11;1
Mika-Tapio;10;10;1
Mika-Veli;7;7;0
Mike;259;252;2
Mikel;31;27;1
Mikhael;23;22;1
Mikhail;311;276;2
Miki;623;585;2
Mikis;8;6;0
Mikk;9;9;0
Mikka;13;12;1
Mikkal;13;13;1
Mikke;425;414;2
Mikkel;58;54;1
Mikkeli;10;10;1
Mikki;124;118;2
Mikko;44644;45167;4
Mikko-Aleksi;8;8;0
Mikko-Heikki;6;6;0
Mikko-Ilmari;6;6;0
Mikko-Johannes;5;6;0
Mikko-Juhani;24;24;1
Mikko-Jussi;10;10;1
Mikko-Markus;6;6;0
Mikko-Matias;39;39;1
Mikko-Matti;40;40;1
Mikko-Oskari;18;18;1
Mikko-Pekka;122;121;2
Mikko-Petteri;58;58;1
Mikko-Sakari;6;6;0
Mikko-Samuli;10;10;1
Mikko-Tapio;11;11;1
Mikko-Veli;5;5;0
Mikko-Ville;37;37;1
Mikla;7;7;0
Miklas;227;207;2
Miklo;8;8;0
Miklos;44;43;1
Miklós;10;9;1
Miko;3143;3067;3
Mikolaj;7;7;0
Mikolas;15;14;1
Miko-Markus;6;6;0
Miko-Matias;11;11;1
Miko-Matti;7;7;0
Mikonpoika;514;496;2
Miko-Petteri;7;7;0
Mikos;8;8;0
Miksu;9;8;0
Miku;151;140;2
Mikuel;8;8;0
Milad;59;52;1
Milan;229;213;2
Milas;5;5;0
Milco;9;8;0
Mile;0;5;0
Milen;5;5;0
Mileon;13;5;1
Miles;65;59;1
Miliam;16;15;1
Milian;62;56;1
Milio;5;0;0
Miljo;14;9;1
Milko;126;125;2
Mille;10;9;1
Miller;5;5;0
Milo;2072;1757;3
Milon;12;11;1
Milos;45;40;1
Milot;12;11;1
Milou;7;5;0
Miloud;5;5;0
Milovan;5;5;0
Milton;362;313;2
Min;23;23;1
Mina;5;6;0
Minas;5;0;0
Minato;5;0;0
Ming;33;32;1
Mingus;5;5;0
Minh;283;254;2
Mino;76;64;1
Minoru;8;8;0
Minos;6;5;0
Mio;1019;889;3
Miquel;10;7;1
Mir;34;27;1
Mira;7;0;0
Mirac;13;12;1
Miraç;9;8;0
Miran;65;47;1
Mircea;6;6;0
Mirco;29;29;1
Mirek;8;8;0
Mirhat;7;6;0
Mirka;36;35;1
Mirko;566;563;2
Mirnes;6;5;0
Miro;6531;6381;3
Miró;7;7;0
Miroel;15;13;1
Miro-Markus;7;8;0
Miro-Matias;19;19;1
Miron;93;81;1
Mironpoika;5;0;0
Miro-Pekka;7;7;0
Miro-Petteri;11;11;1
Miroslav;52;45;1
Miroslaw;10;10;1
Mirsad;17;16;1
Mirwais;11;9;1
Mirza;28;26;1
Misa;146;144;2
Misael;74;71;1
Misca;41;39;1
Mischa;22;21;1
Misha;46;44;1
Mishka;15;15;1
Miska;3682;3613;3
Miska-Matias;9;9;0
Misko;8;8;0
Miso;59;57;1
Mitchell;19;20;1
Mitja;363;356;2
Mitjo;13;13;1
Mitri;43;41;1
Mitro;176;177;2
Mixu;8;8;0
Mladen;7;6;0
Mo;5;0;0
Moalim;11;11;1
Moalin;11;10;1
Moataz;9;5;0
Mobin;7;6;0
Modou;24;18;1
Moe;8;8;0
Mohaimen;12;9;1
Mohamad;203;158;2
Mohamed;2758;2577;3
Mohamedamiin;8;7;0
Mohamed-Amiin;7;7;0
Mohamedamin;8;0;0
Mohamed-Amin;10;9;1
Mohamed-Khadar;6;0;0
Mohammad;802;691;2
Mohammadreza;7;5;0
Mohammed;942;763;2
Mohamoud;22;21;1
Mohamud;290;277;2
Mohamuud;9;9;0
Mohan;16;16;1
Mohanad;23;17;1
Mohd;11;11;1
Moh'd;7;6;0
Mohiadin;10;9;1
Mohid;5;5;0
Mohsen;45;41;1
Mohsin;26;18;1
Moise;16;15;1
Moises;10;10;1
Mojtaba;16;12;1
Mokhtar;19;18;1
Momodou;22;20;1
Mon;9;9;0
Moncef;5;5;0
Monir;11;10;1
Montana;5;0;0
Monty;8;5;0
Moo;7;7;0
Moose;10;9;1
Mooses;94;102;1
Morad;21;19;1
Morannal;5;5;0
Mordechai;8;8;0
Morgan;156;148;2
Morgen;7;7;0
Mori;5;0;0
Moris;8;8;0
Morits;11;10;1
Moritz;147;141;2
Moriz;6;5;0
Morris;267;237;2
Morrison;8;8;0
Mortaza;12;11;1
Morten;40;38;1
Morteza;22;15;1
Mortimer;48;47;1
Mortti;52;50;1
Mosa;6;5;0
Mose;13;13;1
Moses;68;61;1
Moshe;12;12;1
Mosku;14;13;1
Moss;5;5;0
Mostafa;100;88;2
Mouad;5;5;0
Mouhamed;10;8;1
Moulay;6;5;0
Mouldi;5;5;0
Mounir;19;19;1
Mourad;21;20;1
Mousa;14;13;1
Moussa;24;18;1
Moustafa;22;20;1
Moustapha;5;0;0
Mowlid;18;15;1
Mowliid;11;7;1
Mpho;7;7;0
Mu;6;6;0
Muaad;22;19;1
Muad;28;25;1
Muadh;5;5;0
Muamer;11;9;1
Muayad;20;16;1
Mubarak;50;43;1
Mubarik;14;14;1
Mubashir;20;20;1
Mucaad;10;8;1
Mucad;7;5;0
Mudasir;6;0;0
Mudassar;5;0;0
Mueid;5;0;0
Mugisha;5;0;0
Muhamad;30;25;1
Muhamed;135;124;2
Muhamet;12;10;1
Muhammad;553;477;2
Muhammed;202;178;2
Muhammet;12;12;1
Muhamud;10;7;1
Muhanad;12;10;1
Muhannad;23;21;1
Muharrem;16;16;1
Muhiadin;17;17;1
Muhsin;32;25;1
Muhudiin;10;10;1
Muhudin;14;11;1
Muhumed;20;19;1
Muhuyadin;7;7;0
Muisto;74;82;1
Mujtaba;9;7;0
Mukhtaar;8;7;0
Mukhtar;33;28;1
Muktar;24;20;1
Mumin;27;27;1
Munasar;25;18;1
Mundher;7;0;0
Muniir;13;8;1
Munir;22;19;1
Munro;5;5;0
Muntadar;7;6;0
Muntather;5;5;0
Muqtar;9;9;0
Murad;36;34;1
Murat;96;89;1
Mursal;23;22;1
Mursel;6;6;0
Murtada;16;13;1
Murtatha;6;7;0
Murtaza;15;13;1
Musa;142;123;2
Musaab;5;0;0
Musab;52;45;1
Mus'ab;9;9;0
Musamil;5;0;0
Muscab;22;22;1
Musdaf;7;7;0
Muse;30;26;1
Mushtaq;8;6;0
Muslim;29;29;1
Mussa;8;8;0
Musse;49;46;1
Mustaf;45;36;1
Mustafa;464;389;2
Mustafe;43;40;1
Mustapha;63;63;1
Muthana;5;5;0
Muthanna;8;0;0
Muusa;5;0;0
Muuse;29;27;1
Muzaffer;11;11;1
Muzamil;5;0;0
Muzammil;5;0;0
Muzher;5;6;0
Mwangi;8;6;0
Mykhaylo;6;5;0
Mykola;14;12;1
Myles;7;6;0
Myo;5;5;0
Myrsky;327;296;2
Myytti;8;8;0
Måns;138;136;2
Mårten;402;407;2
Mårtensson;7;7;0
Märt;6;5;0
N.;5;0;0
Naatan;14;10;1
Naattan;6;6;0
Naava;13;7;1
Nabai;5;5;0
Nabaz;11;11;1
Nabeel;26;19;1
Nabi;11;12;1
Nabiil;15;14;1
Nabil;105;100;2
Nabin;5;5;0
Nadav;5;5;0
Nadeem;16;15;1
Nader;34;32;1
Nadhim;7;5;0
Nadim;13;13;1
Nadir;33;30;1
Naeem;9;9;0
Naeim;5;0;0
Nael;28;20;1
Nagib;6;6;0
Nahom;9;9;0
Nahuel;15;14;1
Naif;8;7;0
Nail;6;5;0
Naim;30;28;1
Najah;5;0;0
Najeeb;7;6;0
Najem;5;5;0
Naji;18;11;1
Najib;32;25;1
Najiib;9;9;0
Najim;12;12;1
Najm;6;0;0
Nali;17;13;1
Nalle;69;61;1
Nam;67;60;1
Naman;6;5;0
Namir;12;12;1
Namo;11;9;1
Nan;5;5;0
Nana;37;33;1
Nando;27;26;1
Nandor;15;14;1
Nante;14;12;1
Nanto;5;5;0
Nantte;7;7;0
Naoki;5;5;0
Napat;6;5;0
Naphat;8;6;0
Napoleon;38;38;1
Narayan;13;13;1
Narek;5;5;0
Naresh;5;5;0
Nart;6;5;0
Naseer;10;8;1
Naser;44;38;1
Nasim;37;32;1
Nasir;63;58;1
Nasr;6;5;0
Nasri;6;7;0
Nasser;27;27;1
Nassim;14;12;1
Nassir;10;10;1
Natael;6;5;0
Natan;33;28;1
Natanael;132;126;2
Natanel;5;5;0
Nataniel;32;29;1
Nate;12;11;1
Nath;5;0;0
Nathan;245;217;2
Nathanael;71;68;1
Nathaniel;164;140;2
Nather;7;6;0
Natnael;7;5;0
Natthaphon;9;9;0
Natthaphong;7;7;0
Naveed;6;5;0
Naveen;5;5;0
Navid;20;16;1
Navin;7;5;0
Nawaf;7;6;0
Nawfal;8;0;0
Nawin;5;5;0
Nawras;11;7;1
Nawzad;6;5;0
Nay;10;10;1
Nazar;25;22;1
Nazim;6;6;0
Nazir;15;12;1
Nazmi;8;8;0
Ndegwa;5;5;0
Neamah;5;0;0
Nebi;5;5;0
Nebras;5;0;0
Ned;0;5;0
Nedal;6;5;0
Nedim;13;13;1
Nedzad;11;11;1
Neel;7;7;0
Neemo;5;5;0
Neeo;14;12;1
Neeri;8;8;0
Neero;8;7;0
Negash;6;6;0
Nehad;5;0;0
Nehat;8;8;0
Nehemia;21;21;1
Nehemiah;6;6;0
Nehemias;16;15;1
Neil;61;58;1
Neko;9;9;0
Nels;7;7;0
Nelson;147;135;2
Nemanja;8;8;0
Nemo;284;263;2
Nenad;9;9;0
Neo;786;641;2
Nermin;9;8;0
Nero;12;11;1
Nessim;5;5;0
Nesta;19;19;1
Nestor;582;579;2
Nestori;2796;2735;3
Netanel;6;5;0
Nevan;5;5;0
Neville;13;11;1
Nevin;6;6;0
Nevzat;10;10;1
Newton;10;9;1
Nexhat;9;8;0
Nezir;5;0;0
Nghi;5;5;0
Nghia;18;17;1
Ngo;5;5;0
Ngoc;74;68;1
Nguyen;41;34;1
Nhan;16;15;1
Nhat;46;40;1
Nhu;11;11;1
Nhut;18;19;1
Niall;10;9;1
Niaz;5;0;0
Nibras;5;0;0
Nic;14;14;1
Nicanor;5;5;0
Nichlas;35;35;1
Nicholai;8;7;0
Nicholas;1142;1088;3
Nici;48;47;1
Nick;102;97;2
Nicke;59;59;1
Nicki;6;6;0
Nicklas;537;532;2
Nicko;5;5;0
Nickolas;13;13;1
Nicky;93;93;1
Niclas;1046;1037;3
Nico;3239;3223;3
Nicodemus;32;29;1
Nicol;5;5;0
Nicola;34;32;1
Nicolaas;7;7;0
Nicolae;16;13;1
Nicolai;129;124;2
Nicolaj;5;5;0
Nicolas;1333;1273;3
Nicolás;29;27;1
Nicolaus;11;11;1
Nicoló;5;6;0
Nicolò;9;6;0
Nico-Matias;5;5;0
Nico-Pekka;6;6;0
Nico-Petteri;14;14;1
Nicos;0;5;0
Nidal;9;7;0
Niels;50;48;1
Nietos;54;45;1
Nigel;15;12;1
Nigussie;5;0;0
Nihad;15;11;1
Nihal;8;8;0
Nihat;13;13;1
Nii;15;13;1
Niikka;9;9;0
Niikko;12;12;1
Niiko;6;6;0
Niikus;5;5;0
Niila;1018;916;3
Niilas;221;194;2
Niiles;101;96;2
Niillas;20;18;1
Niilo;10523;10328;4
Niilonpoika;19;19;1
Niilo-Oskari;5;5;0
Niilo-Pekka;8;8;0
Niio;7;6;0
Nik;7;6;0
Nika;7;6;0
Nikan;6;5;0
Nikander;5;5;0
Nikanor;126;126;2
Nike;8;8;0
Nikeforus;7;7;0
Nikhil;10;10;1
Niki;1190;1139;3
Nikita;452;419;2
Nikitas;8;8;0
Nikke;299;297;2
Nikki;34;34;1
Nikko;33;32;1
Nikla;7;7;0
Niklas;10305;10045;4
Niklaus;23;20;1
Niko;18606;18580;4
Niko-Aleksi;7;7;0
Nikodeemus;26;26;1
Nikodemus;351;343;2
Nikoel;5;5;0
Niko-Erik;5;5;0
Niko-Joonas;10;10;1
Niko-Juhani;7;7;0
Niko-Jussi;5;5;0
Niko-Kristian;10;10;1
Nikola;74;66;1
Nikolaev;6;6;0
Nikolaevich;5;5;0
Nikolai;4945;4849;3
Nikolaj;79;79;1
Nikolaos;103;102;2
Nikolas;1727;1623;3
Nikolaus;124;117;2
Nikolay;81;80;1
Niko-Markus;10;10;1
Niko-Matias;10;10;1
Niko-Matti;26;26;1
Niko-Mikael;6;6;0
Nikon;5;0;0
Nikonpoika;35;30;1
Niko-Oskari;8;8;0
Niko-Pekka;49;49;1
Niko-Petri;17;17;1
Niko-Petteri;159;161;2
Nikos;20;20;1
Niko-Santeri;6;6;0
Niko-Tapio;6;6;0
Niko-Teemu;6;6;0
Niko-Valtteri;5;5;0
Niko-Ville;10;10;1
Niku;126;122;2
Niku-Petteri;5;5;0
Niky;5;5;0
Nil;6;6;0
Nilas;6;5;0
Nilla;46;45;1
Nilo;61;50;1
Nils;3071;3103;3
Nils-Anders;6;7;0
Nils-Aslak;5;5;0
Nils-Christian;6;6;0
Nils-Emil;6;6;0
Nils-Eric;17;20;1
Nils-Erik;160;173;2
Nils-Gustaf;7;8;0
Nils-Gustav;10;11;1
Nils-Göran;25;25;1
Nils-Henrik;13;13;1
Nils-Håkan;5;5;0
Nils-Johan;40;40;1
Nils-Ole;6;6;0
Nils-Olof;25;26;1
Nils-Otto;6;6;0
Nils-Peter;6;7;0
Nilsson;10;9;1
Nils-Åke;11;11;1
Nima;47;45;1
Nimrod;10;10;1
Nino;424;397;2
Ninos;5;5;0
Nio;18;17;1
Nipa;22;20;1
Nir;7;7;0
Niran;8;8;0
Nirmal;9;9;0
Niro;24;23;1
Nisse;52;57;1
Niyazi;5;5;0
Nizam;9;6;0
Nizar;18;16;1
Njuguna;8;8;0
Nnamdi;9;8;0
Noa;1025;920;3
Noah;1459;1295;3
Noak;18;18;1
Noam;67;60;1
Noar;23;19;1
Noe;21;15;1
Noé;25;23;1
Noel;4373;3714;3
Noël;30;28;1
Noeli;21;19;1
Nolan;60;45;1
Noman;8;7;0
Nono;5;5;0
Nooa;3684;3300;3
Nooah;8;5;0
Nooe;9;0;0
Nooh;6;6;0
Nooke;14;14;1
Noor;47;35;1
Noora;7;0;0
Noori;11;6;1
Nor;14;12;1
Norbert;31;30;1
Nori;9;6;0
Norman;60;62;1
Norton;6;6;0
Nosa;5;5;0
Nouh;11;10;1
Nour;38;32;1
Noureddine;26;25;1
Nouri;7;0;0
Nousia;9;10;0
Nova;33;23;1
Noyan;7;6;0
Nsimba;6;6;0
Nuh;12;12;1
Nuka;35;31;1
Num;5;5;0
Numan;7;6;0
Nuno;37;37;1
Nur;94;91;1
Nuradin;7;7;0
Nurettin;6;6;0
Nuri;20;18;1
Nurul;5;5;0
Nurullah;5;5;0
Nusret;7;7;0
Nuuh;9;8;0
Nuuk;14;14;1
Nuur;49;40;1
Nuuti;127;119;2
Nuutti;2884;2734;3
Nyrki;12;12;1
Nyyrikki;56;59;1
Nyyti;10;10;1
Nzar;5;5;0
Oba;5;0;0
Obadias;5;5;0
Obaid;10;8;1
Obaidullah;5;5;0
Obed;8;6;0
Obelix;5;5;0
Oberon;6;6;0
Obi;10;10;1
Obinna;25;22;1
Ocean;13;11;1
Ochieng;6;5;0
Octavian;6;5;0
Octavio;13;11;1
Octavius;6;0;0
Oday;10;7;1
Odd;17;15;1
Oddvar;6;5;0
Ode;6;6;0
Oden;8;6;0
Odert;47;53;1
Odhiambo;7;5;0
Odin;142;136;2
Odo;5;0;0
Ofek;5;0;0
Oghosa;5;5;0
Ognjen;5;0;0
Oguz;12;12;1
Oguzhan;7;7;0
Ohto;513;464;2
Oisín;8;7;0
Oiva;6317;6019;3
Oka;9;9;0
Okan;18;18;1
Oke;55;57;1
Okechukwu;7;5;0
Oki;37;36;1
Okke;12;12;1
Okko;1064;989;3
Okko-Pekka;7;7;0
Okku;8;8;0
Oktay;17;17;1
Oku;24;22;1
Ola;399;395;2
Olad;10;10;1
Oladayo;5;5;0
Oladeji;5;5;0
Oladimeji;5;0;0
Olaf;67;60;1
Olai;31;31;1
Olakunle;8;7;0
Olalekan;16;15;1
Olamide;10;8;1
Olaniyi;5;5;0
Olanrewaju;11;11;1
Olaoluwa;7;6;0
Olari;7;7;0
Olatunde;11;10;1
Olaus;28;24;1
Olav;725;733;2
Olavi;139995;142397;5
Olavinpoika;31;33;1
Olawale;8;8;0
Olayemi;6;6;0
Olayinka;8;0;0
Ole;847;885;2
Oleg;310;294;2
Oleh;7;5;0
Oleksandr;52;40;1
Oleksi;35;35;1
Oleksii;7;0;0
Oleksiy;9;9;0
Olev;7;6;0
Olisa;5;5;0
Oliver;19227;17351;4
Olivér;7;7;0
Oliveri;29;27;1
Olivia;11;5;1
Olivier;101;98;2
Oliwer;186;166;2
Oliwier;5;5;0
Olle;324;310;2
Olli;18130;18309;4
Olli-Aleksi;6;6;0
Olli-Antero;7;7;0
Olli-Antti;12;13;1
Ollie;23;20;1
Olli-Eemeli;9;9;0
Olli-Erkki;7;7;0
Olli-Heikki;37;37;1
Olli-Ilari;5;5;0
Olli-Jaakko;7;7;0
Ollijuhani;6;6;0
Olli-Juhani;25;25;1
Olli-Jukka;10;10;1
Olli-Jussi;32;32;1
Olli-Kalle;12;11;1
Olli-Markus;8;8;0
Olli-Matias;10;10;1
Ollimatti;21;21;1
Olli-Matti;225;228;2
Olli-Mikko;20;20;1
Ollinpoika;175;172;2
Olli-Oskari;13;13;1
Ollipekka;70;71;1
Olli-Pekka;2266;2278;3
Olli-Pertti;6;6;0
Olli-Petri;8;8;0
Olli-Petteri;95;95;1
Olli-Sakari;7;7;0
Olli-Tapio;13;13;1
Olli-Tuomas;6;6;0
Olli-Valtteri;5;5;0
Olli-Veikka;7;7;0
Olli-Veikko;30;30;1
Olliver;14;13;1
Olli-Ville;20;20;1
Olmo;6;5;0
Olof;3191;3305;3
Olofsson;14;13;1
Olov;97;98;1
Olti;7;7;0
Olufemi;11;10;1
Olugbenga;5;5;0
Olukayode;5;5;0
Olusegun;10;8;1
Oluwadamilola;5;0;0
Oluwadarasimi;6;5;0
Oluwademilade;6;6;0
Oluwafemi;5;0;0
Oluwasegun;9;6;0
Oluwaseun;14;9;1
Oluwaseyi;6;6;0
Oluwatobi;9;7;0
Om;5;0;0
Oma;66;72;1
Omar;869;785;2
Omed;14;12;1
Omer;82;75;1
Omid;59;53;1
Omondi;9;8;0
Omran;14;12;1
Omri;7;7;0
One;6;5;0
Onerva;9;12;0
Onervo;6;8;0
Onne;5;0;0
Onnenpoika;5;5;0
Onni;24657;23427;4
Onni-Aaron;6;6;0
Onni-Antero;5;5;0
Onni-Eemeli;22;23;1
Onni-Eemil;5;5;0
Onni-Elias;7;7;0
Onni-Elmeri;13;13;1
Onni-Emil;5;5;0
Onni-Hermanni;8;8;0
Onni-Ilari;5;0;0
Onni-Ilmari;16;16;1
Onni-Juhani;7;7;0
Onni-Kalle;18;18;1
Onnimanni;20;20;1
Onni-Matias;22;22;1
Onni-Matti;20;20;1
Onni-Mikael;5;5;0
Onninpoika;5;0;0
Onni-Olavi;7;7;0
Onni-Oliver;5;5;0
Onni-Oskari;27;27;1
Onnipekka;14;13;1
Onni-Pekka;56;54;1
Onni-Petteri;14;14;1
Onni-Veikka;5;5;0
Onni-Veikko;8;8;0
Onni-Ville;6;6;0
Ontrei;25;25;1
Onur;40;38;1
Onyeka;7;7;0
Oo;16;13;1
Ooke;8;7;0
Opeyemi;8;8;0
Opoku;5;0;0
Opri;8;8;0
Optatus;12;13;1
Or;9;8;0
Ora;46;48;1
Oras;38;38;1
Oren;11;11;1
Oreoluwa;5;0;0
Orestis;6;5;0
Orfeas;5;0;0
Orges;6;6;0
Orhan;41;38;1
Orion;74;68;1
Orjo;13;13;1
Orko;8;8;0
Orlando;49;47;1
Orma;11;11;1
Orpo;6;6;0
Orri;6;6;0
Orson;15;12;1
Ortamo;14;15;1
Orvar;20;21;1
Orvo;426;470;2
Osa;6;6;0
Osagie;7;7;0
Osama;43;38;1
Osamah;13;11;1
Osaro;5;0;0
Osborne;5;5;0
Oscar;3957;3693;3
Oscari;28;27;1
Osean;6;5;0
Osei;11;10;1
Osiris;6;6;0
Oska;20;19;1
Oskar;6302;6039;3
Oskari;38038;37612;4
Oskarinpoika;15;11;1
Oski;17;17;1
Osku;493;491;2
Osma;78;57;1
Osman;330;310;2
Osmi;11;9;1
Osmo;6351;6710;3
Osmonpoika;16;15;1
Oso;10;10;1
Osse;9;9;0
Ossi;7153;7316;3
Ossian;2308;2246;3
Ossi-Matti;5;5;0
Ossinpoika;34;33;1
Ossi-Pekka;22;22;1
Ossi-Petteri;14;14;1
Osvald;718;734;2
Osvaldo;12;12;1
Osvi;8;8;0
Oswald;125;124;2
Otakar;10;10;1
Otava;923;792;2
Othman;28;23;1
Otieno;14;14;1
Otis;18;14;1
Otmar;12;12;1
Otniel;5;5;0
Otonpoika;25;25;1
Otra;8;8;0
Otro;11;11;1
Otso;4632;4205;3
Otsonpoika;7;7;0
Otso-Pekka;5;5;0
Ottar;7;7;0
Otte;5;5;0
Otto;14359;14139;4
Otto-Aleksi;6;6;0
Otto-Eemeli;14;14;1
Otto-Elias;8;8;0
Otto-Emil;14;14;1
Otto-Ilmari;5;5;0
Otto-Matias;6;6;0
Otto-Matti;6;6;0
Otto-Oskari;16;16;1
Otto-Pekka;41;41;1
Otto-Petteri;11;11;1
Otto-Veikko;5;5;0
Ottoville;5;5;0
Otto-Ville;82;82;1
Otto-Wille;9;9;0
Ottu;10;10;1
Oula;1036;945;3
Oula-Antti;6;6;0
Oula-Matti;0;5;0
Oulas;15;17;1
Oumar;9;9;0
Ousainou;6;6;0
Ousman;28;23;1
Ousmane;9;9;0
Oussama;8;6;0
Outa;11;9;1
Outi;10;18;1
Ove;746;753;2
Ovidiu;8;6;0
Ovllá;10;9;1
Owais;5;0;0
Owe;35;34;1
Owen;73;68;1
Owusu;9;7;0
Oz;5;0;0
Ozan;17;15;1
Ozzi;5;5;0
Ozzy;12;11;1
P;5;6;0
Pa;11;10;1
Paaso;6;6;0
Paavali;2586;2719;3
Paavo;16409;17055;4
Paavo-Juhani;5;5;0
Paavo-Matti;5;5;0
Paavonpoika;50;49;1
Paavo-Pekka;5;5;0
Paavo-Petteri;10;10;1
Pablo;137;129;2
Paco;7;6;0
Padraig;5;0;0
Paju;40;32;1
Pak;5;0;0
Pal;6;6;0
Pallas;8;6;0
Palle;9;7;0
Pami;19;19;1
Pamir;5;5;0
Pan;10;10;1
Panagiotis;26;23;1
Panajotis;7;7;0
Panteleimon;7;7;0
Pantelis;6;6;0
Panu;2524;2534;3
Panunpoika;21;20;1
Panu-Pekka;14;14;1
Panu-Petteri;23;23;1
Paolo;109;104;2
Papu;17;14;1
Parham;5;0;0
Paris;18;17;1
Parker;5;6;0
Parviz;10;9;1
Pascal;26;25;1
Pasi;19006;19194;4
Pasi-Heikki;7;7;0
Pasi-Juhani;5;5;0
Pasi-Jukka;6;7;0
Pasi-Markus;5;5;0
Pasi-Matti;28;28;1
